id,year,record_ref,AgencyCode,AgencyName,DateOfStop,TimeOfStop,DurationOfStop,ZIP,VehicleMake,VehicleYear,DriversYearofBirth,DriverSex,DriverRace,ReasonForStop,TypeOfMovingViolation,ResultOfStop,BeatLocationOfStop,VehicleConsentSearchRequested,VehicleConsentGiven,VehicleSearchConducted,VehicleSearchConductedBy,VehicleContrabandFound,VehicleDrugsFound,VehicleDrugParaphernaliaFound,VehicleAlcoholFound,VehicleWeaponFound,VehicleStolenPropertyFound,VehicleOtherContrabandFound,VehicleDrugAmount,DriverConsentSearchRequested,DriverConsentGiven,DriverSearchConducted,DriverSearchConductedBy,PassengerConsentSearchRequested,PassengerConsentGiven,PassengerSearchConducted,PassengerSearchConductedBy,DriverPassengerContrabandFound,DriverPassengerDrugsFound,DriverPassengerDrugParaphernaliaFound,DriverPassengerAlcoholFound,DriverPassengerWeaponFound,DriverPassengerStolenPropertyFound,DriverPassengerOtherContrabandFound,DriverPassengerDrugAmount,PoliceDogPerformSniffOfVehicle,PoliceDogAlertIfSniffed,PoliceDogVehicleSearched,PoliceDogContrabandFound,PoliceDogDrugsFound,PoliceDogDrugParaphernaliaFound,PoliceDogAlcoholFound,PoliceDogWeaponFound,PoliceDogStolenPropertyFound,PoliceDogOtherContrabandFound,PoliceDogDrugAmount,SearchConducted,VehicleSearchType,PassengersSearchType,DriverSearchType,ContrabandFound,DrugsFound,AlcoholFound,ParaphernaliaFound,WeaponFound,StolenPropertyFound,OtherContrabandFound,DrugQuantity,ConsentSearchRequested,WasConsentGranted,WasConsentSearchPerformed,WasConsentContrabandFound,ConsentDrugsFound,ConsentAlcoholFound,ConsentParaphernaliaFound,ConsentWeaponFound,ConsentStolenPropertyFound,ConsentOtherContrabandFound,ConsentDrugQuantity,TypeOfRoadway,Passenger1SearchType,Passenger2SearchType,Passenger3SearchType,Passenger4SearchType,Passenger5SearchType,Passenger6SearchType,driver_race,search_conducted,search_hit,consent_search_requested,consent_search_conducted,dog_sniff,dog_search_conducted,dog_search_hit,outcome,Agency_id
42804766,2023,2023-354460,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-15,13:24:00,10,60620,ford,2007,1993,1,2,1,4,1,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42804767,2023,2023-354461,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-10,14:16:00,3,60619,volkwagen,2011,1989,1,2,1,6,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42804769,2023,2023-354463,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-15,22:28:00,5,60619,hyuuandi,2021,1991,1,2,1,4,3,140,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42804771,2023,2023-354465,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-08,16:07:00,15,60643,caddalic,2002,1994,1,2,1,6,1,140,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42804772,2023,2023-354466,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-17,16:52:00,8,60649,ford,2021,1970,2,2,1,2,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42810907,2023,2023-360601,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-21,22:33:00,23,60649,LEXUS,2014,1976,1,2,1,4,1,140,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42810913,2023,2023-360607,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-18,14:36:00,10,60649,TOYOTA,2013,1982,2,2,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42810914,2023,2023-360608,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-19,14:06:00,4,60637,NISSAN,2019,1994,1,2,1,2,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42810915,2023,2023-360609,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-19,15:40:00,5,60653,TOYOTA,2007,1988,2,2,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42810917,2023,2023-360611,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-20,00:22:00,11,60653,VOLKWAGON,2007,2004,2,2,2,0,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42810918,2023,2023-360612,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-20,17:09:00,5,60637,HONDA,2010,1944,1,1,1,4,3,141,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42810920,2023,2023-360614,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-20,20:37:00,5,60615,HONDA,2010,1993,2,5,1,2,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42810922,2023,2023-360616,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-21,00:49:00,10,60649,BMW,2019,1989,1,2,1,4,1,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42810925,2023,2023-360619,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-20,16:30:00,10,60615,BUICK,2018,1999,1,2,1,4,1,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42811427,2023,2023-361121,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-22,09:14:00,7,60805,TOYOTA,2011,1978,1,2,1,4,3,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42811429,2023,2023-361123,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-22,20:39:00,7,60448,JAGUER,2020,1993,2,2,1,4,1,140,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42821159,2023,2023-370853,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-24,03:42:00,3,60645,TOYOTA,2010,1995,1,5,1,2,3,141,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42821162,2023,2023-370856,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-23,02:41:00,15,60620,CHEVEROLET,2015,1998,1,2,1,4,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42821163,2023,2023-370857,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-24,17:49:00,6,60637,VOLKSWAGEN,2018,1980,1,2,1,2,1,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42821165,2023,2023-370859,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-24,18:45:00,20,60637,SUBARU,2022,1955,2,1,1,6,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42822697,2023,2023-372391,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-25,12:17:00,5,60614,TOYOTA,2022,1975,2,1,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42825046,2023,2023-374740,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-30,05:20:00,12,60621,HONDA,2017,1999,1,2,1,4,1,136,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42825047,2023,2023-374741,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-28,22:53:00,9,98011,FORD,2022,1984,1,5,1,4,1,141,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42825055,2023,2023-374749,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-28,01:27:00,11,60707,TOYOTA,2010,1998,2,5,1,4,3,141,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42825057,2023,2023-374751,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-29,10:56:00,15,60619,NISSAN,2021,1985,1,2,1,4,1,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42825059,2023,2023-374753,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-28,15:39:00,6,60621,TOYOTA,2013,2003,1,4,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42825063,2023,2023-374757,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-27,20:44:00,12,60615,BMW,2007,1993,2,2,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42825064,2023,2023-374758,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-27,20:01:00,3,60615,NISSAN,2017,1983,1,2,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42825067,2023,2023-374761,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-27,23:33:00,6,60619,HONDA,2012,1975,2,2,1,4,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42825070,2023,2023-374764,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-27,02:42:00,5,60621,JAGUAR,2011,1984,1,2,1,2,3,140,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42825076,2023,2023-374770,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-26,22:36:00,9,98004,TOYOTA,2023,2003,2,5,2,0,3,141,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42825115,2023,2023-374809,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-26,22:45:00,7,60609,KIA,2019,1980,2,1,1,4,3,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42825117,2023,2023-374811,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-26,09:54:00,2,60615,KIA,2018,1976,2,2,1,6,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42835518,2023,2023-385212,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-30,16:45:00,5,60615,CHEVY,2017,2000,1,2,1,4,3,141,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42835521,2023,2023-385215,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-30,20:55:00,20,60620,FORD,2001,1966,1,2,1,6,1,140,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42835524,2023,2023-385218,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-30,14:45:00,5,60649,VOLKWAGEN,2014,2003,2,2,1,4,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42842676,2023,2023-392370,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-31,17:22:00,4,60545,DODGE,2013,1995,1,1,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42842699,2023,2023-392393,14057,UNIVERSITY OF CHICAGO POLICE,2023-05-31,09:30:00,8,60653,bmw,2014,1988,2,2,1,4,3,140,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42858161,2023,2023-407855,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-01,22:05:00,8,60619,TOYORA,2000,1988,1,2,1,4,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42868107,2023,2023-417801,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-02,19:35:00,5,60621,MAZDA,2015,1955,2,2,1,2,3,140,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42868108,2023,2023-417802,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-02,22:20:00,2,60615,NISSAN,2012,1996,1,5,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42868109,2023,2023-417803,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-04,01:12:00,4,60637,ACURA,2018,1982,1,2,1,2,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42874166,2023,2023-423860,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-05,11:04:00,10,60637,TOYOTA,2021,1995,2,2,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42874168,2023,2023-423862,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-05,15:38:00,3,60649,HYUANDI,2021,1974,2,2,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42874169,2023,2023-423863,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-05,14:58:00,8,60643,AUDI,2016,1995,2,2,1,4,3,141,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42886295,2023,2023-435989,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-08,21:41:00,5,11746,TOYOTA,2013,1994,2,5,1,4,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42886320,2023,2023-436014,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-08,09:10:00,5,60637,TESLA,2022,1989,1,2,1,4,3,140,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42886322,2023,2023-436016,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-08,16:07:00,5,60219,CHEVEROLET,2019,1990,1,2,1,6,3,140,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902418,2023,2023-452112,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-10,13:51:00,7,60438,NISSAN,2011,1986,1,1,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902420,2023,2023-452114,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-15,17:36:00,2,60619,TOYOTA,2017,1991,2,2,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902421,2023,2023-452115,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-13,16:40:00,5,46507,TOYOTA,2022,1988,1,2,1,2,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902426,2023,2023-452120,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-10,16:02:00,10, 60617,LINCOLN,2017,1970,2,2,1,6,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902427,2023,2023-452121,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-10,14:52:00,13,60428,CHEVEROLET,2019,1975,2,2,1,6,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902428,2023,2023-452122,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-10,16:05:00,8,60615,TOYOTA,2018,1974,2,2,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902430,2023,2023-452124,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-10,23:54:00,5,60625,CHEVEROLET,2002,2002,2,2,1,4,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902431,2023,2023-452125,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-10,11:04:00,6,60637,HONDA,2019,1983,2,2,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902432,2023,2023-452126,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-10,08:53:00,5,31804,ACURA,2007,1966,2,2,1,2,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902434,2023,2023-452128,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-10,09:56:00,9,00603,TOYOTA,2019,1968,1,4,1,4,3,141,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902435,2023,2023-452129,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-12,11:18:00,5,60616,TOYOTA,2017,1964,1,5,1,4,3,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902436,2023,2023-452130,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-12,11:53:00,6,60607,DODGE,2003,1972,1,2,1,4,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902437,2023,2023-452131,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-09,07:49:00,5,60443,FORD,2022,1990,2,2,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902438,2023,2023-452132,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-09,19:31:00,8,60901,CHRYSTLER,2000,1996,2,2,1,6,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902439,2023,2023-452133,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-09,21:56:00,10,60647,HYUANDI,2011,1984,1,1,1,4,3,211,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902441,2023,2023-452135,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-09,21:28:00,4,60430,CHEVEROLET,2012,1965,1,2,1,6,3,141,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42902442,2023,2023-452136,14057,UNIVERSITY OF CHICAGO POLICE,2023-06-09,18:52:00,30,60649,HYUANDI,2017,1962,2,2,1,6,1,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
